agency_name,url,agency_type,niche_focus,location,loaded_successfully,first_impression_score,visual_quality_score,positioning_clarity_score,offer_clarity_score,cta_clarity_score,proof_trust_score,case_study_quality_score,lead_capture_quality_score,mobile_conversion_score,speed_performance_notes,seo_notes,standout_ideas,weaknesses_to_avoid,screenshot_path,source,source_query,visible_hero_h1,primary_cta_candidates
Überhol mit uns die Zeit,https://www.eseagency.ch/,SEO agency,,,true,8,10,8,9,8,4,3,6,5,3682ms DOMContentLoaded/render wait; HTTP 200; 62 images detected.,Title 42 chars; meta description 152 chars; H1 present.,Proof path is visible from the homepage. Hero headline is concise enough to scan.,Proof is not strongly quantified. Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=10,Überhol mit uns die Zeit,Work Work; Contact Contact; Contact; Work; Contact; Get in Contact Get in Contact Get in Contact
Making the bold beautiful,https://www.vovi.studio/,Web design agency,,,true,7,10,9,6,8,4,3,7,8,2686ms DOMContentLoaded/render wait; HTTP 200; 25 images detected.,Title 74 chars; meta description 421 chars; H1 present.,Proof path is visible from the homepage. Hero headline is concise enough to scan.,Proof is not strongly quantified. Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=10,Making the bold beautiful,Work; Contact; Contact us; Contact us; Show me more work; GetYourGuide Fall Campaigns Bringing to life the latest GetYourGuide Supplier platform releases and emerging travel trends; Book 30m call; Book 30m call; Book a call; Work; Contact
.raw | Branding & Marketing Studio,https://www.rawlab.co/,Branding agency,Home services,,true,8,10,9,9,8,3,8,6,8,2977ms DOMContentLoaded/render wait; HTTP 200; 10 images detected.,Title 34 chars; meta description 326 chars; H1 present.,Proof path is visible from the homepage. Hero headline is concise enough to scan.,Proof is not strongly quantified. Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=10,.raw | Branding & Marketing Studio,"DesignWe design the entire thing. Just sit back, relax and get ready for lift-off. Full digital experiences, clear messaging, and plain common sense.; Work; Start a projectThe questions will help us determine the scope, scale, and estimate the project budget. Let’s make it happen.; .raw talentJoin our .raw community. We are always on the look out for new talent and would love to get to know you better.; DesignWe design the entire thing. Just sit back, relax and get ready for lift-off. Full digital experiences, clear messaging, and plain common sense.; Work; Start a projectThe questions will help us determine the scope, scale, and estimate the project budget. Let’s make it happen.; .raw talentJoin our .raw community. We are always on the look out for new talent and would love to get to know you better.; View our work View our work; Get to know us better Get to know us better; Get in touch Get in touch"
ThinkingAbout™,https://thinkingabout.it/,Creative agency,E-commerce,,true,6,10,6,4,5,3,3,4,5,5377ms DOMContentLoaded/render wait; HTTP 200; 50 images detected.,Title 52 chars; meta description 0 chars; H1 missing.,,Proof is not strongly quantified. Case-study or testimonial proof is hard to find. Contact path is weak.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=10,,Selected Works; Contacts
WORK,https://www.mavencreative.com/,Branding agency,,Orlando,true,7,10,6,5,8,4,3,6,6,1842ms DOMContentLoaded/render wait; HTTP 200; 48 images detected.,Title 14 chars; meta description 0 chars; H1 present.,Proof path is visible from the homepage.,Case-study or testimonial proof is hard to find. Meta description is missing.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=10,WORK,View All Work; Get in touch; Work; Contact; Work; Contact
Le Fruit Studio,https://lefruitstudio.fr/en/,Branding agency,,,true,8,10,9,9,6,4,3,5,5,1976ms DOMContentLoaded/render wait; HTTP 200; 15 images detected.,Title 26 chars; meta description 26 chars; H1 present.,Quantified proof/result language appears early. Proof path is visible from the homepage. Hero headline is concise enough to scan.,Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=10,Le Fruit Studio,Contact; CONTACT - US
creative * studio specialized in immersive web design & development,https://dversostudio.io/,SEO agency,,,true,6,10,6,8,3,3,3,3,5,3364ms DOMContentLoaded/render wait; HTTP 200; 0 images detected.,Title 40 chars; meta description 168 chars; H1 present.,Positioning narrows to a buyer or industry. Hero headline is concise enough to scan.,Proof is not strongly quantified. Primary CTA appears soft or unclear. Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=10,creative * studio specialized in immersive web design & development,
Emele Collab,https://emelecollab.com/,Creative agency,,,true,5,10,4,4,3,3,3,3,4,1768ms DOMContentLoaded/render wait; HTTP 200; 78 images detected.,Title 30 chars; meta description 0 chars; H1 missing.,,Proof is not strongly quantified. Primary CTA appears soft or unclear. Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=10,,
We Bring Beauty to WordPress,https://qodeinteractive.com/,Web design agency,Real estate,,true,6,10,7,5,6,4,8,7,9,1768ms DOMContentLoaded/render wait; HTTP 200; 558 images detected.,Title 47 chars; meta description 167 chars; H1 missing.,Proof path is visible from the homepage. Lead capture is embedded on-site.,Proof is not strongly quantified. Hero headline is missing or hard to scan.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=10,,Startit
BECOME A CATEGORY OF ONE,https://www.thoughtlab.com/,Web design agency,,Salt Lake City,true,8,10,7,9,9,4,3,9,7,1498ms DOMContentLoaded/render wait; HTTP 200; 3 images detected.,Title 107 chars; meta description 204 chars; H1 present.,Proof path is visible from the homepage. Lead capture is embedded on-site. Hero headline is concise enough to scan.,Proof is not strongly quantified. Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=10,BECOME A CATEGORY OF ONE,Contact Us; Contact us; Contact
( FIX STUDIO ),https://fix.studio/,Branding agency,,Brooklyn,true,7,10,9,9,3,4,5,3,4,1832ms DOMContentLoaded/render wait; HTTP 200; 98 images detected.,Title 17 chars; meta description 374 chars; H1 present.,Proof path is visible from the homepage. Hero headline is concise enough to scan.,Proof is not strongly quantified. Primary CTA appears soft or unclear.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=11,( FIX STUDIO ),
Highlights,https://thelinestudio.com/,Creative agency,,Los Angeles,true,7,10,6,5,9,7,3,9,6,1278ms DOMContentLoaded/render wait; HTTP 200; 11 images detected.,Title 41 chars; meta description 132 chars; H1 present.,Quantified proof/result language appears early. Proof path is visible from the homepage. Lead capture is embedded on-site.,Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=11,Highlights,"WORK; CONTACT; The Work [ 85 ]; / STUDIO NEWS / 27/02/2026 INSIDE GORILLAZ’S NEW ESOTERIC ANIMATED FILM Co-directors Max Taylor and Tim McCourt from The Line talk to Laura Swinton Gupta about their deep dive into mid century animation techniques that took Noodle, 2-D and the gang on a transcendent trip to India for new Gorillaz album ‘The Mountain’; Let's Talk; Facebook; Work; Contact"
"We help ambitious organisations think, build and evolve, faster than the world around them.",https://josephmark.studio/,Branding agency,Landscaping/outdoor living,Los Angeles,true,8,10,9,7,7,9,3,8,5,1986ms DOMContentLoaded/render wait; HTTP 200; 34 images detected.,Title 39 chars; meta description 141 chars; H1 present.,Proof path is visible from the homepage. Lead capture is embedded on-site. Hero headline is concise enough to scan.,Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=11,"We help ambitious organisations think, build and evolve, faster than the world around them.",Work; Contact; Facebook
A different kind of digital studio,https://format-3.co/,Web design agency,,Nashville,true,8,10,9,7,6,10,9,7,5,1312ms DOMContentLoaded/render wait; HTTP 200; 37 images detected.,Title 48 chars; meta description 152 chars; H1 present.,Quantified proof/result language appears early. Proof path is visible from the homepage. Lead capture is embedded on-site.,,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=11,A different kind of digital studio,Work; Work with us; Explore Our Work →; Our Work; Contact Us
WEB DESIGN LONDON. WEB DESIGN AGENCY.,https://www.fhoke.com/,SEO agency,Roofing,,true,9,10,10,10,6,9,9,6,4,1721ms DOMContentLoaded/render wait; HTTP 200; 6 images detected.,Title 64 chars; meta description 139 chars; H1 present.,Quantified proof/result language appears early. Proof path is visible from the homepage. Positioning narrows to a buyer or industry.,,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=11,WEB DESIGN LONDON. WEB DESIGN AGENCY.,contact page; CONTACT
A global strategic branding & digital agency expertly creating impactful experiences for ambitious brands,https://showandtell.agency/,SEO agency,Landscaping/outdoor living,,true,9,10,8,10,8,7,7,6,6,2234ms DOMContentLoaded/render wait; HTTP 200; 25 images detected.,Title 50 chars; meta description 147 chars; H1 present.,Proof path is visible from the homepage.,,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=11,A global strategic branding & digital agency expertly creating impactful experiences for ambitious brands,"Contact; Start a project; Get in touch; Get in touch; Get in touch; Get in touch; View our latest work; From AI hype to business value: our takeaways from Ann Hiatt’s talk at the Astorg AGM; WATCH: Getting More From HubSpot - Leads, Attribution and Revenue; Start a project; Work; Contact"
Funkhaus | Digital Design Agency and Website Design,https://funkhaus.us/,Branding agency,,Los Angeles,true,8,10,9,10,9,3,3,9,7,1563ms DOMContentLoaded/render wait; HTTP 200; 27 images detected.,Title 51 chars; meta description 113 chars; H1 present.,Proof path is visible from the homepage. Lead capture is embedded on-site. Hero headline is concise enough to scan.,Proof is not strongly quantified. Case-study or testimonial proof is hard to find.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=11,Funkhaus | Digital Design Agency and Website Design,Work; Contact; Facebook; Longhorn Excavators Staking a claim for an ambitious earthworks company IDENTITY CONTENT WEBSITE; Got a project? Let's talk Let's talk; Facebook
Manufactur,https://manufactur.co/,Branding agency,E-commerce,,true,9,10,8,10,9,6,8,9,7,2371ms DOMContentLoaded/render wait; HTTP 200; 93 images detected.,Title 60 chars; meta description 84 chars; H1 present.,Proof path is visible from the homepage. Lead capture is embedded on-site.,,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=11,Manufactur,Worknew projects added; Facebook; Work; Contact; Explore More Work; Shoptalk 2026 Recap; Get Started; Facebook
Your Creative Agency Melbourne & Sydney,https://yourcreative.com.au/,Branding agency,,,true,8,10,8,10,4,9,5,6,6,1732ms DOMContentLoaded/render wait; HTTP 200; 54 images detected.,Title 97 chars; meta description 189 chars; H1 missing.,Quantified proof/result language appears early. Proof path is visible from the homepage. Positioning narrows to a buyer or industry.,Case-study or testimonial proof is hard to find. Hero headline is missing or hard to scan.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=11,,"How do you communicate really complex science?—We recently ran a workshop with our friends at... By Elle; Join us for a workshop: The Art of Communicating Science—Scientists, founders, entrepreneurs, this one is..."
Pattern helps brands unlock their next catalyst moment through experience-driven eCommerce.,https://thisispattern.com/,Branding agency,E-commerce,,true,8,10,9,10,8,5,5,6,8,2555ms DOMContentLoaded/render wait; HTTP 200; 27 images detected.,Title 159 chars; meta description 91 chars; H1 present.,Proof path is visible from the homepage. Hero headline is concise enough to scan.,Proof is not strongly quantified.,,Awwwards agency/studio directory,https://www.awwwards.com/directory/agency-studio/?page=11,Pattern helps brands unlock their next catalyst moment through experience-driven eCommerce.,Work; Contact; Work; Contact; EXPLORE THE WORK; WORKING WITH US; WORK; CONTACT; Get in touch —; Get in touch —; Get in touch —; Get in touch —
